"","x","y","cell","Grass","Temperate Broadleaf Deciduous Tree","Temperate Needleleaf Deciduous Tree","Temperate Needleleaf Evergreen Tree","NA"
"1395",109000,862000,23407,146,2,0,0,0
"1396",109000,870000,23111,156,0,0,0,0
"1397",109000,878000,22815,156,0,0,0,0
"1398",109000,886000,22519,156,0,0,0,0
"1399",109000,894000,22223,136,16,0,0,0
"1400",109000,902000,21927,149,9,0,0,0
"1401",109000,910000,21631,155,5,0,0,0
"1402",109000,918000,21335,106,42,0,0,0
"1403",109000,926000,21039,105,45,0,0,0
"1404",109000,934000,20743,148,4,0,0,0
"1405",109000,942000,20447,159,1,0,0,0
"1406",109000,950000,20151,162,0,0,0,0
"1407",109000,958000,19855,150,0,0,0,0
"1408",109000,966000,19559,156,0,0,0,0
"1409",109000,974000,19263,140,2,0,0,0
"1410",109000,982000,18967,130,2,0,0,0
"1411",109000,990000,18671,143,3,0,0,0
"1412",109000,998000,18375,122,10,0,0,0
"1413",109000,1006000,18079,97,31,0,0,0
"1414",109000,1014000,17783,113,25,0,0,0
"1415",109000,1022000,17487,121,11,0,0,0
"1416",109000,1030000,17191,54,74,0,0,0
"1417",109000,1038000,16895,43,109,0,0,0
"1418",109000,1046000,16599,127,25,0,0,0
"1419",109000,1054000,16303,146,4,0,0,0
"1420",109000,1062000,16007,47,113,0,0,0
"1421",109000,1070000,15711,45,101,2,0,0
"1422",109000,1078000,15415,24,116,6,2,0
"1423",109000,1086000,15119,38,117,5,0,0
"1424",109000,1094000,14823,24,113,11,0,0
"1425",109000,1102000,14527,16,123,21,0,0
"1426",109000,1110000,14231,10,122,13,1,0
"1427",109000,1118000,13935,9,119,18,0,0
"1428",109000,1126000,13639,23,120,2,3,0
"1429",109000,1134000,13343,8,110,26,6,0
"1430",109000,1142000,13047,2,124,12,18,0
"1431",109000,1150000,12751,12,72,28,34,0
"1432",109000,1158000,12455,7,88,25,26,0
"1433",109000,1166000,12159,19,39,11,77,0
"1434",109000,1174000,11863,13,20,32,85,0
"1435",109000,1182000,11567,27,17,26,84,0
"1436",109000,1190000,11271,52,1,21,70,0
"1437",109000,1198000,10975,9,3,8,132,0
"1438",109000,1206000,10679,16,33,0,109,0
"1439",109000,1214000,10383,23,9,3,111,0
"1440",109000,1222000,10087,40,10,3,107,0
"1441",109000,1230000,9791,24,16,16,88,0
"1442",109000,1238000,9495,6,54,2,84,0
"1443",109000,1246000,9199,8,44,22,74,0
"1444",109000,1254000,8903,6,42,18,84,0
"1445",109000,1262000,8607,8,65,8,81,0
"1446",109000,1270000,8311,3,26,26,101,0
"1447",109000,1278000,8015,5,21,23,101,0
"1448",109000,1286000,7719,2,76,13,67,0
"1449",109000,1294000,7423,15,50,3,86,0
"1450",109000,1302000,7127,8,76,33,53,0
"1451",109000,1310000,6831,23,38,17,66,0
"1452",109000,1318000,6535,5,54,16,55,0
"1453",109000,1326000,6239,5,11,8,4,0
"1454",109000,1334000,5943,15,19,0,0,0
"1455",109000,1342000,5647,14,66,49,11,0
"1456",109000,1350000,5351,3,47,84,16,0
"1457",109000,1358000,5055,19,15,83,25,0
"1458",109000,1366000,4759,76,25,32,7,2
"1459",109000,1374000,4463,136,8,7,1,0
"1460",109000,1382000,4167,55,7,76,22,0
"1461",109000,1390000,3871,6,32,98,14,0
"1462",109000,1398000,3575,4,14,86,46,0
"1463",109000,1406000,3279,17,24,54,61,0
"1464",109000,1414000,2983,40,3,50,45,0
"1465",109000,1422000,2687,66,2,44,30,0
"1466",109000,1430000,2391,49,20,61,16,0
"1467",109000,1438000,2095,56,11,61,20,0
"1468",109000,1446000,1799,60,11,48,15,0
"1469",117000,830000,24592,66,0,0,0,0
"1470",117000,838000,24296,162,0,0,0,0
"1471",117000,846000,24000,158,0,0,0,0
"1472",117000,854000,23704,158,0,0,0,0
"1473",117000,862000,23408,156,4,0,0,0
"1474",117000,870000,23112,152,0,0,0,0
"1475",117000,878000,22816,144,2,0,0,0
"1476",117000,886000,22520,134,18,0,0,0
"1477",117000,894000,22224,142,12,0,0,0
"1478",117000,902000,21928,152,8,0,0,0
"1479",117000,910000,21632,135,23,0,0,0
"1480",117000,918000,21336,111,39,0,0,0
"1481",117000,926000,21040,148,0,0,0,0
"1482",117000,934000,20744,160,0,0,0,0
"1483",117000,942000,20448,150,0,0,0,0
"1484",117000,950000,20152,155,1,0,0,0
"1485",117000,958000,19856,146,0,0,0,0
"1486",117000,966000,19560,150,0,0,0,0
"1487",117000,974000,19264,154,0,0,0,0
"1488",117000,982000,18968,150,0,0,0,0
"1489",117000,990000,18672,132,22,0,0,0
"1490",117000,998000,18376,118,38,0,0,0
"1491",117000,1006000,18080,130,18,0,0,0
"1492",117000,1014000,17784,124,22,0,0,0
"1493",117000,1022000,17488,104,50,0,0,0
"1494",117000,1030000,17192,7,139,0,0,0
"1495",117000,1038000,16896,14,138,0,0,0
"1496",117000,1046000,16600,92,40,0,0,0
"1497",117000,1054000,16304,84,42,0,0,0
"1498",117000,1062000,16008,38,92,14,0,0
"1499",117000,1070000,15712,12,116,4,0,0
"1500",117000,1078000,15416,10,106,12,0,0
"1501",117000,1086000,15120,3,115,32,0,0
"1502",117000,1094000,14824,7,120,15,2,0
"1503",117000,1102000,14528,19,135,8,0,0
"1504",117000,1110000,14232,4,98,35,11,0
"1505",117000,1118000,13936,4,80,37,27,0
"1506",117000,1126000,13640,22,59,11,52,0
"1507",117000,1134000,13344,14,102,17,13,0
"1508",117000,1142000,13048,18,56,43,41,0
"1509",117000,1150000,12752,14,47,40,55,0
"1510",117000,1158000,12456,18,37,15,84,0
"1511",117000,1166000,12160,28,16,23,87,0
"1512",117000,1174000,11864,24,10,19,103,0
"1513",117000,1182000,11568,33,25,36,68,0
"1514",117000,1190000,11272,37,8,23,74,0
"1515",117000,1198000,10976,16,9,10,115,0
"1516",117000,1206000,10680,19,11,4,114,0
"1517",117000,1214000,10384,32,8,5,111,0
"1518",117000,1222000,10088,54,22,2,78,0
"1519",117000,1230000,9792,32,22,2,92,0
"1520",117000,1238000,9496,8,47,0,89,0
"1521",117000,1246000,9200,20,51,8,69,0
"1522",117000,1254000,8904,1,13,28,100,0
"1523",117000,1262000,8608,11,47,13,83,0
"1524",117000,1270000,8312,11,39,17,85,0
"1525",117000,1278000,8016,12,21,19,96,0
"1526",117000,1286000,7720,3,8,15,122,0
"1527",117000,1294000,7424,20,49,3,74,0
"1528",117000,1302000,7128,17,49,40,48,0
"1529",117000,1310000,6832,18,50,22,58,0
"1530",117000,1318000,6536,19,62,10,51,0
"1531",117000,1326000,6240,6,0,0,0,0
"1532",117000,1342000,5648,57,29,30,14,0
"1533",117000,1350000,5352,0,35,90,17,0
"1534",117000,1358000,5056,0,12,105,29,0
"1535",117000,1366000,4760,4,13,108,17,0
"1536",117000,1374000,4464,46,18,80,22,0
"1537",117000,1382000,4168,0,13,106,29,0
"1538",117000,1390000,3872,0,38,90,26,0
"1539",117000,1398000,3576,4,18,92,34,0
"1540",117000,1406000,3280,4,8,87,45,0
"1541",117000,1414000,2984,16,1,87,32,0
"1542",117000,1422000,2688,84,16,24,18,0
"1543",117000,1430000,2392,84,40,21,3,0
"1544",117000,1438000,2096,40,51,26,13,0
"1545",117000,1446000,1800,21,32,34,15,0
"1546",125000,830000,24593,81,1,0,0,0
"1547",125000,838000,24297,134,16,0,0,0
"1548",125000,846000,24001,128,18,0,0,0
"1549",125000,854000,23705,120,30,0,0,0
"1550",125000,862000,23409,126,22,0,0,0
"1551",125000,870000,23113,104,20,0,0,0
"1552",125000,878000,22817,108,40,0,0,0
"1553",125000,886000,22521,134,16,0,0,0
"1554",125000,894000,22225,138,8,0,0,0
"1555",125000,902000,21929,146,4,0,0,0
"1556",125000,910000,21633,85,59,0,0,0
"1557",125000,918000,21337,134,10,0,0,0
"1558",125000,926000,21041,146,2,0,0,0
"1559",125000,934000,20745,158,0,0,0,0
"1560",125000,942000,20449,148,0,0,0,0
"1561",125000,950000,20153,146,2,0,0,0
"1562",125000,958000,19857,152,0,0,0,0
"1563",125000,966000,19561,137,9,0,0,0
"1564",125000,974000,19265,142,8,0,0,0
"1565",125000,982000,18969,140,8,0,0,0
"1566",125000,990000,18673,50,96,0,0,0
"1567",125000,998000,18377,27,123,0,0,0
"1568",125000,1006000,18081,80,66,0,0,0
"1569",125000,1014000,17785,75,73,0,0,0
"1570",125000,1022000,17489,45,103,0,0,0
"1571",125000,1030000,17193,18,130,0,0,0
"1572",125000,1038000,16897,7,139,0,0,0
"1573",125000,1046000,16601,45,103,0,0,0
"1574",125000,1054000,16305,34,101,9,0,0
"1575",125000,1062000,16009,24,116,16,0,0
"1576",125000,1070000,15713,6,120,22,0,0
"1577",125000,1078000,15417,5,127,18,0,0
"1578",125000,1086000,15121,6,129,25,0,0
"1579",125000,1094000,14825,4,109,29,0,0
"1580",125000,1102000,14529,6,119,17,0,0
"1581",125000,1110000,14233,2,116,17,3,0
"1582",125000,1118000,13937,2,92,24,18,0
"1583",125000,1126000,13641,2,58,42,38,0
"1584",125000,1134000,13345,24,62,19,45,0
"1585",125000,1142000,13049,21,35,40,48,0
"1586",125000,1150000,12753,25,44,15,56,0
"1587",125000,1158000,12457,12,27,44,61,0
"1588",125000,1166000,12161,13,28,17,82,0
"1589",125000,1174000,11865,14,30,31,77,0
"1590",125000,1182000,11569,13,47,64,40,0
"1591",125000,1190000,11273,3,36,54,63,0
"1592",125000,1198000,10977,7,16,60,85,0
"1593",125000,1206000,10681,12,1,17,116,0
"1594",125000,1214000,10385,13,12,17,98,0
"1595",125000,1222000,10089,32,36,0,90,0
"1596",125000,1230000,9793,6,43,0,99,0
"1597",125000,1238000,9497,2,55,5,86,0
"1598",125000,1246000,9201,1,62,16,69,0
"1599",125000,1254000,8905,4,64,11,57,0
"1600",125000,1262000,8609,10,93,11,30,0
"1601",125000,1270000,8313,22,48,4,76,0
"1602",125000,1278000,8017,27,8,10,103,0
"1603",125000,1286000,7721,6,19,19,100,0
"1604",125000,1294000,7425,31,51,18,48,0
"1605",125000,1302000,7129,35,51,28,30,0
"1606",125000,1310000,6833,15,65,28,38,0
"1607",125000,1318000,6537,18,26,6,92,0
"1608",125000,1326000,6241,8,0,0,0,0
"1609",125000,1334000,5945,6,0,0,0,0
"1610",125000,1342000,5649,106,11,14,11,0
"1611",125000,1350000,5353,28,10,89,15,0
"1612",125000,1358000,5057,3,0,109,36,0
"1613",125000,1366000,4761,22,0,106,12,0
"1614",125000,1374000,4465,6,12,97,31,0
"1615",125000,1382000,4169,8,1,113,20,0
"1616",125000,1390000,3873,3,6,117,16,0
"1617",125000,1398000,3577,3,2,81,62,0
"1618",125000,1406000,3281,19,3,72,54,0
"1619",125000,1414000,2985,37,5,67,21,0
"1620",125000,1422000,2689,4,27,59,60,0
"1621",125000,1430000,2393,18,53,47,28,0
"1622",125000,1438000,2097,21,5,0,0,0
"1623",133000,830000,24594,114,0,0,0,0
"1624",133000,838000,24298,141,9,0,0,0
"1625",133000,846000,24002,140,8,0,0,0
"1626",133000,854000,23706,148,0,0,0,0
"1627",133000,862000,23410,142,6,0,0,0
"1628",133000,870000,23114,128,4,0,0,0
"1629",133000,878000,22818,120,26,0,0,0
"1630",133000,886000,22522,107,41,0,0,0
"1631",133000,894000,22226,73,73,0,0,0
"1632",133000,902000,21930,98,50,0,0,0
"1633",133000,910000,21634,124,22,0,0,0
"1634",133000,918000,21338,127,19,0,0,0
"1635",133000,926000,21042,146,0,0,0,0
"1636",133000,934000,20746,154,6,0,0,0
"1637",133000,942000,20450,152,0,0,0,0
"1638",133000,950000,20154,144,4,0,0,0
"1639",133000,958000,19858,135,23,0,0,0
"1640",133000,966000,19562,145,11,0,0,0
"1641",133000,974000,19266,95,49,0,0,0
"1642",133000,982000,18970,49,93,0,0,0
"1643",133000,990000,18674,17,125,0,0,0
"1644",133000,998000,18378,41,111,0,0,0
"1645",133000,1006000,18082,15,133,0,0,0
"1646",133000,1014000,17786,30,116,0,0,0
"1647",133000,1022000,17490,8,133,5,0,0
"1648",133000,1030000,17194,19,137,2,0,0
"1649",133000,1038000,16898,21,125,3,3,0
"1650",133000,1046000,16602,27,106,13,0,0
"1651",133000,1054000,16306,35,110,5,0,0
"1652",133000,1062000,16010,14,131,16,1,0
"1653",133000,1070000,15714,8,115,23,0,0
"1654",133000,1078000,15418,1,128,13,0,0
"1655",133000,1086000,15122,1,118,19,0,0
"1656",133000,1094000,14826,4,122,22,0,0
"1657",133000,1102000,14530,7,114,30,3,0
"1658",133000,1110000,14234,6,102,33,1,0
"1659",133000,1118000,13938,2,98,34,12,0
"1660",133000,1126000,13642,10,69,31,38,0
"1661",133000,1134000,13346,34,77,0,41,0
"1662",133000,1142000,13050,15,58,33,48,0
"1663",133000,1150000,12754,3,81,19,43,0
"1664",133000,1158000,12458,5,87,18,26,0
"1665",133000,1166000,12162,0,90,20,24,0
"1666",133000,1174000,11866,8,69,20,35,0
"1667",133000,1182000,11570,18,61,17,62,0
"1668",133000,1190000,11274,12,45,9,82,0
"1669",133000,1198000,10978,2,53,24,75,0
"1670",133000,1206000,10682,8,8,33,111,0
"1671",133000,1214000,10386,12,42,4,98,0
"1672",133000,1222000,10090,24,66,8,70,0
"1673",133000,1230000,9794,4,54,4,88,0
"1674",133000,1238000,9498,44,38,6,60,0
"1675",133000,1246000,9202,18,39,21,66,0
"1676",133000,1254000,8906,4,51,10,77,0
"1677",133000,1262000,8610,2,47,16,81,0
"1678",133000,1270000,8314,8,61,2,83,0
"1679",133000,1278000,8018,60,30,3,51,0
"1680",133000,1286000,7722,34,27,4,83,0
"1681",133000,1294000,7426,36,57,25,24,0
"1682",133000,1302000,7130,24,37,31,50,0
"1683",133000,1310000,6834,6,73,9,62,0
"1684",133000,1318000,6538,30,55,4,55,0
"1685",133000,1326000,6242,68,0,0,0,0
"1686",133000,1334000,5946,2,27,0,9,0
"1687",133000,1342000,5650,106,28,0,14,0
"1688",133000,1350000,5354,100,2,31,13,0
"1689",133000,1358000,5058,0,3,117,30,0
"1690",133000,1366000,4762,36,0,111,3,0
"1691",133000,1374000,4466,0,2,83,59,0
"1692",133000,1382000,4170,3,7,67,71,0
"1693",133000,1390000,3874,3,21,83,43,0
"1694",133000,1398000,3578,6,4,71,65,0
"1695",133000,1406000,3282,10,1,89,50,0
"1696",133000,1414000,2986,12,10,57,53,0
"1697",133000,1422000,2690,1,55,42,54,0
"1698",133000,1430000,2394,4,79,27,46,0
"1699",133000,1438000,2098,17,22,4,5,0
"1700",133000,1462000,1210,8,4,0,0,0
"1701",133000,1470000,914,2,5,11,4,0
"1702",133000,1478000,618,0,0,1,1,0
"1703",141000,830000,24595,146,0,0,0,0
"1704",141000,838000,24299,142,6,0,0,0
"1705",141000,846000,24003,148,0,0,0,0
"1706",141000,854000,23707,146,0,0,0,0
"1707",141000,862000,23411,134,0,0,0,0
"1708",141000,870000,23115,117,29,0,0,0
"1709",141000,878000,22819,148,0,0,0,0
"1710",141000,886000,22523,70,74,0,0,0
"1711",141000,894000,22227,31,111,0,0,0
"1712",141000,902000,21931,29,117,0,0,0
"1713",141000,910000,21635,92,56,0,0,0
"1714",141000,918000,21339,131,23,0,0,0
"1715",141000,926000,21043,96,54,0,0,0
"1716",141000,934000,20747,153,9,0,0,0
"1717",141000,942000,20451,123,25,0,0,0
"1718",141000,950000,20155,120,22,0,0,0
"1719",141000,958000,19859,11,127,0,0,0
"1720",141000,966000,19563,40,108,0,0,0
"1721",141000,974000,19267,35,107,0,0,0
"1722",141000,982000,18971,9,137,0,0,0
"1723",141000,990000,18675,12,130,0,0,0
"1724",141000,998000,18379,16,130,0,0,0
"1725",141000,1006000,18083,10,138,0,0,0
"1726",141000,1014000,17787,28,130,0,0,0
"1727",141000,1022000,17491,38,110,2,0,0
"1728",141000,1030000,17195,22,126,6,0,0
"1729",141000,1038000,16899,57,81,4,0,0
"1730",141000,1046000,16603,34,103,7,0,0
"1731",141000,1054000,16307,40,103,3,0,0
"1732",141000,1062000,16011,41,108,7,0,0
"1733",141000,1070000,15715,2,106,38,0,0
"1734",141000,1078000,15419,2,125,13,0,0
"1735",141000,1086000,15123,32,120,6,0,0
"1736",141000,1094000,14827,26,118,8,0,0
"1737",141000,1102000,14531,35,112,2,7,0
"1738",141000,1110000,14235,21,96,17,20,0
"1739",141000,1118000,13939,7,51,21,71,0
"1740",141000,1126000,13643,6,82,26,32,0
"1741",141000,1134000,13347,12,97,1,36,0
"1742",141000,1142000,13051,13,57,12,68,0
"1743",141000,1150000,12755,15,34,9,82,0
"1744",141000,1158000,12459,7,64,35,40,0
"1745",141000,1166000,12163,2,80,8,50,0
"1746",141000,1174000,11867,3,73,33,35,0
"1747",141000,1182000,11571,4,81,18,51,0
"1748",141000,1190000,11275,7,16,35,84,0
"1749",141000,1198000,10979,18,40,6,84,0
"1750",141000,1206000,10683,21,27,20,76,0
"1751",141000,1214000,10387,66,22,3,59,0
"1752",141000,1222000,10091,20,55,2,59,0
"1753",141000,1230000,9795,27,64,6,53,0
"1754",141000,1238000,9499,70,45,9,36,0
"1755",141000,1246000,9203,30,53,20,47,0
"1756",141000,1254000,8907,9,79,3,59,0
"1757",141000,1262000,8611,11,40,5,96,0
"1758",141000,1270000,8315,45,30,8,71,0
"1759",141000,1278000,8019,16,47,9,74,0
"1760",141000,1286000,7723,23,28,27,66,0
"1761",141000,1294000,7427,24,49,27,46,0
"1762",141000,1302000,7131,18,68,23,47,0
"1763",141000,1310000,6835,0,52,25,67,0
"1764",141000,1318000,6539,30,31,16,57,0
"1765",141000,1326000,6243,88,0,0,2,0
"1766",141000,1334000,5947,22,44,4,24,0
"1767",141000,1342000,5651,78,12,0,8,0
"1768",141000,1350000,5355,108,2,10,0,0
"1769",141000,1358000,5059,29,0,114,7,0
"1770",141000,1366000,4763,25,0,116,7,0
"1771",141000,1374000,4467,2,4,118,22,0
"1772",141000,1382000,4171,0,17,75,56,0
"1773",141000,1390000,3875,0,21,55,68,0
"1774",141000,1398000,3579,3,9,50,88,0
"1775",141000,1406000,3283,7,10,73,60,0
"1776",141000,1414000,2987,12,12,47,71,0
"1777",141000,1422000,2691,1,25,55,61,0
"1778",141000,1430000,2395,0,19,78,49,0
"1779",141000,1438000,2099,15,75,29,21,0
"1780",141000,1446000,1803,2,0,0,0,0
"1781",141000,1462000,1211,16,6,18,6,0
"1782",141000,1470000,915,1,16,53,70,0
"1783",141000,1478000,619,1,21,78,42,0
"1784",141000,1486000,323,4,23,11,18,0
"1785",149000,822000,24892,14,0,0,0,0
"1786",149000,830000,24596,148,0,0,0,0
"1787",149000,838000,24300,144,4,0,0,0
"1788",149000,846000,24004,149,1,0,0,0
"1789",149000,854000,23708,150,0,0,0,0
"1790",149000,862000,23412,130,0,0,0,0
"1791",149000,870000,23116,140,6,0,0,0
"1792",149000,878000,22820,123,27,0,0,0
"1793",149000,886000,22524,120,32,0,0,0
"1794",149000,894000,22228,46,102,0,0,0
"1795",149000,902000,21932,13,133,0,0,0
"1796",149000,910000,21636,49,107,0,0,0
"1797",149000,918000,21340,62,82,0,0,0
"1798",149000,926000,21044,63,81,0,0,0
"1799",149000,934000,20748,66,86,0,0,0
"1800",149000,942000,20452,43,103,0,0,0
"1801",149000,950000,20156,19,121,0,0,0
"1802",149000,958000,19860,12,128,0,0,0
"1803",149000,966000,19564,24,132,0,0,0
"1804",149000,974000,19268,1,141,0,0,0
"1805",149000,982000,18972,0,146,0,0,0
"1806",149000,990000,18676,6,140,0,0,0
"1807",149000,998000,18380,14,132,0,0,0
"1808",149000,1006000,18084,8,139,1,0,0
"1809",149000,1014000,17788,11,123,8,0,0
"1810",149000,1022000,17492,20,119,13,0,0
"1811",149000,1030000,17196,29,107,4,0,0
"1812",149000,1038000,16900,4,125,19,0,0
"1813",149000,1046000,16604,29,108,5,0,0
"1814",149000,1054000,16308,37,111,0,0,0
"1815",149000,1062000,16012,44,112,2,0,0
"1816",149000,1070000,15716,36,95,17,0,0
"1817",149000,1078000,15420,81,72,1,0,0
"1818",149000,1086000,15124,48,90,2,0,0
"1819",149000,1094000,14828,35,100,1,0,0
"1820",149000,1102000,14532,26,113,6,1,0
"1821",149000,1110000,14236,41,89,18,0,0
"1822",149000,1118000,13940,43,72,15,20,0
"1823",149000,1126000,13644,26,68,5,57,0
"1824",149000,1134000,13348,20,84,11,33,0
"1825",149000,1142000,13052,24,23,15,86,0
"1826",149000,1150000,12756,40,37,5,62,0
"1827",149000,1158000,12460,48,25,17,48,0
"1828",149000,1166000,12164,1,87,8,50,0
"1829",149000,1174000,11868,6,41,27,74,0
"1830",149000,1182000,11572,5,35,32,70,0
"1831",149000,1190000,11276,14,4,10,110,0
"1832",149000,1198000,10980,12,11,8,103,0
"1833",149000,1206000,10684,15,11,8,96,0
"1834",149000,1214000,10388,21,43,8,60,0
"1835",149000,1222000,10092,8,56,21,55,0
"1836",149000,1230000,9796,40,33,18,43,0
"1837",149000,1238000,9500,31,20,2,25,0
"1838",149000,1246000,9204,14,36,26,44,0
"1839",149000,1254000,8908,14,50,7,55,0
"1840",149000,1262000,8612,48,20,2,46,0
"1841",149000,1270000,8316,58,29,6,59,0
"1842",149000,1278000,8020,40,46,25,41,0
"1843",149000,1286000,7724,15,44,36,57,2
"1844",149000,1294000,7428,8,41,20,71,0
"1845",149000,1302000,7132,30,52,27,47,0
"1846",149000,1310000,6836,0,38,22,86,0
"1847",149000,1318000,6540,4,41,30,71,0
"1848",149000,1326000,6244,9,61,41,35,0
"1849",149000,1334000,5948,11,73,28,32,0
"1850",149000,1342000,5652,10,4,1,3,0
"1851",149000,1350000,5356,4,0,0,0,0
"1852",149000,1358000,5060,11,13,58,68,0
"1853",149000,1366000,4764,26,0,84,32,0
"1854",149000,1374000,4468,10,14,104,22,0
"1855",149000,1382000,4172,0,8,77,63,0
"1856",149000,1390000,3876,12,21,45,64,0
"1857",149000,1398000,3580,5,2,100,39,0
"1858",149000,1406000,3284,2,23,58,67,0
"1859",149000,1414000,2988,6,34,46,78,0
"1860",149000,1422000,2692,1,12,87,42,0
"1861",149000,1430000,2396,13,28,33,42,0
"1862",149000,1438000,2100,1,37,4,8,0
"1863",149000,1462000,1212,4,2,3,3,0
"1864",149000,1470000,916,3,15,45,45,0
"1865",149000,1478000,620,4,29,61,46,0
"1866",149000,1486000,324,14,9,3,6,0
"1867",157000,822000,24893,34,0,0,0,0
"1868",157000,830000,24597,142,0,0,0,0
"1869",157000,838000,24301,150,0,0,0,0
"1870",157000,846000,24005,146,4,0,0,0
"1871",157000,854000,23709,146,2,0,0,0
"1872",157000,862000,23413,140,6,0,0,0
"1873",157000,870000,23117,152,8,0,0,0
"1874",157000,878000,22821,143,13,0,0,0
"1875",157000,886000,22525,100,58,0,0,0
"1876",157000,894000,22229,18,126,0,0,0
"1877",157000,902000,21933,36,114,0,0,0
"1878",157000,910000,21637,36,122,0,0,0
"1879",157000,918000,21341,10,136,0,0,0
"1880",157000,926000,21045,58,90,0,0,0
"1881",157000,934000,20749,33,121,0,0,0
"1882",157000,942000,20453,16,136,0,0,0
"1883",157000,950000,20157,7,141,0,0,0
"1884",157000,958000,19861,7,141,0,0,0
"1885",157000,966000,19565,10,136,0,0,0
"1886",157000,974000,19269,2,142,0,0,0
"1887",157000,982000,18973,2,144,0,0,0
"1888",157000,990000,18677,16,138,0,0,0
"1889",157000,998000,18381,28,120,0,0,0
"1890",157000,1006000,18085,7,133,4,0,0
"1891",157000,1014000,17789,16,118,10,0,0
"1892",157000,1022000,17493,13,123,12,0,0
"1893",157000,1030000,17197,26,112,6,0,0
"1894",157000,1038000,16901,55,104,1,0,0
"1895",157000,1046000,16605,73,76,1,0,0
"1896",157000,1054000,16309,60,85,9,0,0
"1897",157000,1062000,16013,35,105,0,0,0
"1898",157000,1070000,15717,16,118,2,0,0
"1899",157000,1078000,15421,52,87,1,0,0
"1900",157000,1086000,15125,92,49,3,0,0
"1901",157000,1094000,14829,58,75,1,10,0
"1902",157000,1102000,14533,40,67,5,22,0
"1903",157000,1110000,14237,55,54,14,13,0
"1904",157000,1118000,13941,8,82,27,29,0
"1905",157000,1126000,13645,10,33,12,91,0
"1906",157000,1134000,13349,7,38,26,73,0
"1907",157000,1142000,13053,20,19,0,115,0
"1908",157000,1150000,12757,39,8,7,88,0
"1909",157000,1158000,12461,47,12,3,48,0
"1910",157000,1166000,12165,25,8,5,100,0
"1911",157000,1174000,11869,6,3,11,134,0
"1912",157000,1182000,11573,11,41,7,91,0
"1913",157000,1190000,11277,10,48,10,80,0
"1914",157000,1198000,10981,33,19,19,71,0
"1915",157000,1206000,10685,20,39,12,61,0
"1916",157000,1214000,10389,24,54,12,42,0
"1917",157000,1222000,10093,22,69,6,41,0
"1918",157000,1230000,9797,0,4,0,0,0
"1919",157000,1238000,9501,1,7,2,0,0
"1920",157000,1246000,9205,14,47,12,43,0
"1921",157000,1254000,8909,10,71,8,55,0
"1922",157000,1262000,8613,18,21,5,94,0
"1923",157000,1270000,8317,47,29,14,54,0
"1924",157000,1278000,8021,31,63,20,30,0
"1925",157000,1286000,7725,10,38,27,71,0
"1926",157000,1294000,7429,9,53,28,60,0
"1927",157000,1302000,7133,2,43,21,72,0
"1928",157000,1310000,6837,0,46,30,64,0
"1929",157000,1318000,6541,0,49,24,69,0
"1930",157000,1326000,6245,14,30,30,72,0
"1931",157000,1334000,5949,6,58,43,45,0
"1932",157000,1342000,5653,10,18,9,5,0
"1933",157000,1350000,5357,12,1,17,0,0
"1934",157000,1358000,5061,68,3,49,17,1
"1935",157000,1366000,4765,70,0,61,13,0
"1936",157000,1374000,4469,37,24,52,35,0
"1937",157000,1382000,4173,0,44,44,54,0
"1938",157000,1390000,3877,19,23,60,46,0
"1939",157000,1398000,3581,2,17,83,46,0
"1940",157000,1406000,3285,3,24,60,63,0
"1941",157000,1414000,2989,4,25,55,60,0
"1942",157000,1422000,2693,6,28,68,36,0
"1943",157000,1430000,2397,0,9,1,0,0
"1944",157000,1462000,1213,0,4,0,0,0
"1945",157000,1470000,917,12,2,0,0,0
"1946",157000,1478000,621,20,18,2,4,0
"1947",157000,1486000,325,0,1,0,1,0
"1948",165000,822000,24894,54,0,0,0,0
"1949",165000,830000,24598,145,5,0,0,0
"1950",165000,838000,24302,148,0,0,0,0
"1951",165000,846000,24006,154,0,0,0,0
"1952",165000,854000,23710,160,0,0,0,0
"1953",165000,862000,23414,164,0,0,0,0
"1954",165000,870000,23118,144,4,0,0,0
"1955",165000,878000,22822,138,8,0,0,0
"1956",165000,886000,22526,60,78,0,0,0
"1957",165000,894000,22230,41,113,0,0,0
"1958",165000,902000,21934,51,113,0,0,0
"1959",165000,910000,21638,38,106,0,0,0
"1960",165000,918000,21342,18,134,0,0,0
"1961",165000,926000,21046,5,143,0,0,0
"1962",165000,934000,20750,2,146,0,0,0
"1963",165000,942000,20454,2,144,0,0,0
"1964",165000,950000,20158,12,136,0,0,0
"1965",165000,958000,19862,4,148,2,0,0
"1966",165000,966000,19566,2,148,0,0,0
"1967",165000,974000,19270,24,124,0,0,0
"1968",165000,982000,18974,10,140,0,0,0
"1969",165000,990000,18678,9,139,2,0,0
"1970",165000,998000,18382,17,127,2,0,0
"1971",165000,1006000,18086,20,124,4,0,0
"1972",165000,1014000,17790,12,122,8,0,0
"1973",165000,1022000,17494,14,120,12,0,0
"1974",165000,1030000,17198,25,116,1,0,0
"1975",165000,1038000,16902,100,46,0,0,0
"1976",165000,1046000,16606,39,101,2,0,0
"1977",165000,1054000,16310,19,116,17,0,0
"1978",165000,1062000,16014,15,121,2,0,0
"1979",165000,1070000,15718,3,137,2,0,0
"1980",165000,1078000,15422,12,114,14,0,0
"1981",165000,1086000,15126,26,101,17,0,0
"1982",165000,1094000,14830,14,113,2,1,0
